JourneyCode,HolidayType,Price,NumberOfPersons,Region,Transportation,Duration,Season,Accommodation,Hotel
903,Skiing,2072,3,Bavaria,Car,7,February,FourStars,Residenz Ludwig - Bavaria
904,Active,2985,3,Bavaria,Car,14,February,FourStars,Hotel Seidlpark - Bavaria
905,Skiing,1658,2,Bavaria,Car,7,March,FourStars,Hotel Seidlpark - Bavaria
906,Active,745,3,Bavaria,Car,7,January,TwoStars,Pension Laerchenhof - Bavaria
907,Recreation,949,4,Bavaria,Car,7,February,TwoStars,Pension Laerchenhof - Bavaria
908,Active,684,2,Bavaria,Car,7,January,HolidayFlat,H.Flat Chiemgau - Bavaria
909,Skiing,1164,5,Bavaria,Car,14,February,HolidayFlat,H.Flat Chiemgau - Bavaria
910,Active,529,4,Bavaria,Car,7,December,HolidayFlat,H.Flat Reiterhof - Bavaria
911,Recreation,484,2,Bavaria,Car,7,February,HolidayFlat,H.Flat Reiterhof - Bavaria
912,Skiing,449,2,Bavaria,Car,7,January,HolidayFlat,H.Flat Wildgatter - Bavaria
913,Skiing,774,6,Bavaria,Car,7,February,HolidayFlat,H.Flat Wildgatter - Bavaria
914,Active,379,2,Bavaria,Car,7,January,HolidayFlat,H.Flat Am Hochwald - Bavaria
915,Recreation,459,3,Bavaria,Car,14,February,HolidayFlat,H.Flat Am Hochwald - Bavaria
916,Active,454,3,Bavaria,Car,7,January,HolidayFlat,H.Flat Christopherhof - Bavaria
917,Skiing,774,8,Bavaria,Car,7,March,HolidayFlat,H.Flat Christopherhof - Bavaria
918,Recreation,699,6,Bavaria,Car,7,January,HolidayFlat,H.Flat Jaegerwiesen - Bavaria
919,Active,1018,3,Bavaria,Car,14,February,HolidayFlat,H.Flat Jaegerwiesen - Bavaria
920,Recreation,1338,2,ErzGebirge,Car,7,December,ThreeStars,Hotel Lugsteinhof - Erz Gebirge
921,Skiing,1472,3,ErzGebirge,Car,7,January,ThreeStars,Hotel Lugsteinhof - Erz Gebirge
922,Recreation,1257,4,ErzGebirge,Car,7,February,ThreeStars,Hotel Am Fichtelberg - Erz Gebirge
923,Skiing,1178,2,ErzGebirge,Car,7,March,ThreeStars,Hotel Am Fichtelberg - Erz Gebirge
924,Active,1257,4,ErzGebirge,Car,7,February,ThreeStars,Sporthotel Oberwiesenthal - Erz Gebirge
925,Skiing,1338,2,ErzGebirge,Car,7,December,ThreeStars,Sporthotel Oberwiesenthal - Erz Gebirge
926,Recreation,1235,3,ErzGebirge,Car,7,January,ThreeStars,Rathaushotel - Erz Gebirge
927,Active,1482,4,ErzGebirge,Car,7,February,ThreeStars,Rathaushotel - Erz Gebirge
928,Recreation,838,2,ErzGebirge,Car,14,March,ThreeStars,Hotel Stephanshoehe - Erz Gebirge
929,Recreation,1472,3,ErzGebirge,Car,7,February,ThreeStars,Hotel Stephanshoehe - Erz Gebirge
930,Skiing,604,2,ErzGebirge,Car,14,December,ThreeStars,Hotel Vogtland - Erz Gebirge
931,Recreation,1782,4,ErzGebirge,Car,7,January,ThreeStars,Hotel Vogtland - Erz Gebirge
932,Active,2935,3,ErzGebirge,Car,14,January,ThreeStars,Kurhotel Am See - Erz Gebirge
933,Recreation,838,2,ErzGebirge,Car,7,March,ThreeStars,Kurhotel Am See - Erz Gebirge
934,Recreation,1257,4,ErzGebirge,Car,7,February,ThreeStars,Kurhotel Am See - Erz Gebirge
935,Recreation,559,6,ErzGebirge,Car,7,December,HolidayFlat,H.Flat Haus Vogtland - Erz Gebirge
936,Recreation,549,7,ErzGebirge,Car,7,January,HolidayFlat,H.Flat Haus Vogtland - Erz Gebirge
937,Active,1098,5,ErzGebirge,Car,14,March,HolidayFlat,H.Flat Haus Vogtland - Erz Gebirge
938,Active,549,6,ErzGebirge,Car,7,February,HolidayFlat,H.Flat Haus Vogtland - Erz Gebirge
939,Skiing,549,4,ErzGebirge,Car,7,February,HolidayFlat,H.Flat Haus Vogtland - Erz Gebirge
940,Recreation,2128,2,Harz,Car,7,December,ThreeStars,Aparthotel Bocksberg - Harz
941,Recreation,1910,3,Harz,Car,7,January,ThreeStars,Aparthotel Bocksberg - Harz
942,Wandering,1648,2,Harz,Car,7,February,ThreeStars,Aparthotel Bocksberg - Harz
943,Skiing,2007,4,Harz,Car,7,March,ThreeStars,Aparthotel Bocksberg - Harz
944,Recreation,2368,2,Harz,Car,10,December,ThreeStars,Travelhotel Waldfrieden - Harz
945,Recreation,1485,3,Harz,Car,7,January,ThreeStars,Travelhotel Waldfrieden - Harz
946,Wandering,1298,2,Harz,Car,7,February,ThreeStars,Travelhotel Waldfrieden - Harz
947,Active,1782,4,Harz,Car,7,March,ThreeStars,Travelhotel Waldfrieden - Harz
948,Recreation,2007,4,Harz,Car,7,December,TwoStars,Hotel Harzquell - Harz
949,Wandering,1168,2,Harz,Car,14,January,TwoStars,Hotel Harzquell - Harz
950,Skiing,1460,3,Harz,Car,7,February,TwoStars,Hotel Harzquell - Harz
951,Recreation,1522,3,Harz,Car,7,December,TwoStars,Hotel Fuerstenhoeh - Harz
952,Recreation,1482,4,Harz,Car,7,January,TwoStars,Hotel Fuerstenhoeh - Harz
953,Skiing,1235,3,Harz,Car,7,February,TwoStars,Hotel Fuerstenhoeh - Harz
954,Wandering,599,3,Harz,Car,14,November,HolidayFlat,H.Flat Panoramic - Harz
955,Recreation,679,5,Harz,Car,7,January,HolidayFlat,H.Flat Panoramic - Harz
956,Recreation,419,2,Harz,Car,7,February,HolidayFlat,H.Flat Ferienpark - Harz
957,Wandering,1114,4,Harz,Car,10,December,HolidayFlat,H.Flat Ferienpark - Harz
958,Skiing,324,3,Harz,Car,7,December,HolidayFlat,H.Flat Teichtal - Harz
959,Skiing,499,6,Harz,Car,7,February,HolidayFlat,H.Flat Teichtal - Harz
960,Wandering,1227,4,BlackForest,Car,7,December,TwoStars,Hotel Hirschen - Black Forest
961,Active,748,2,BlackForest,Car,7,January,TwoStars,Hotel Hirschen - Black Forest
962,Skiing,1735,3,BlackForest,Car,7,February,FourStars,Treff-Hotel - Black Forest
963,Wandering,2768,2,BlackForest,Car,14,March,FourStars,Treff-Hotel - Black Forest
964,Recreation,1737,4,BlackForest,Car,7,February,ThreeStars,Berghotel Kandel - Black Forest
965,Wandering,818,2,BlackForest,Car,7,January,ThreeStars,Berghotel Kandel - Black Forest
966,Recreation,2322,3,BlackForest,Car,10,December,ThreeStars,Berghotel Mummelsee - Black Forest
967,Skiing,1158,2,BlackForest,Car,7,February,ThreeStars,Berghotel Mummelsee - Black Forest
968,Active,1008,2,BlackForest,Car,7,January,ThreeStars,Hotel Waldwinkel - Black Forest
969,Recreation,1260,3,BlackForest,Car,14,February,ThreeStars,Hotel Waldwinkel - Black Forest
970,Wandering,1257,4,BlackForest,Car,7,March,TwoStars,Gasthof Hochkopfhaus - Black Forest
971,Skiing,838,2,BlackForest,Car,7,February,TwoStars,Gasthof Hochkopfhaus - Black Forest
972,Recreation,897,3,BlackForest,Car,7,January,TwoStars,Landgasthof Schuetzen - Black Forest
973,Wandering,688,2,BlackForest,Car,6,December,TwoStars,Landgasthof Schuetzen - Black Forest
974,Active,454,4,BlackForest,Car,7,January,HolidayFlat,H.Flat Ferienpark Black Forest
975,Active,514,6,BlackForest,Car,7,February,HolidayFlat,H.Flat Ferienpark Black Forest
976,Recreation,459,2,BlackForest,Car,7,March,HolidayFlat,H.Flat Schwarzwaldgrund
977,Recreation,1068,4,BlackForest,Car,14,February,HolidayFlat,H.Flat Schwarzwaldgrund
978,Skiing,549,6,BlackForest,Car,7,January,HolidayFlat,H.Flat Sonnenrain - Black Forest
979,Recreation,679,2,BlackForest,Car,7,December,HolidayFlat,H.Flat Schwarzwaldblick
980,Recreation,599,4,BlackForest,Car,7,January,HolidayFlat,H.Flat Schwarzwaldblick
981,Skiing,464,3,BlackForest,Car,7,February,HolidayFlat,H.Flat Schwiezer Hof - Black Forest
982,Wandering,1033,5,BlackForest,Car,14,March,HolidayFlat,H.Flat Schwiezer Hof - Black Forest
983,Recreation,989,4,BlackForest,Car,7,February,HolidayFlat,H.Flat Panorama-Blick - Black Forest
984,Wandering,839,6,BlackForest,Car,7,January,HolidayFlat,H.Flat Panorama-Blick - Black Forest
985,Wandering,1672,3,Thuringia,Car,7,December,ThreeStars,Berghotel Friedrichroda - Thuringia
986,Recreation,1178,2,Thuringia,Car,7,January,ThreeStars,Berghotel Friedrichroda - Thuringia
987,Active,4092,4,Thuringia,Car,14,February,ThreeStars,Hotel Finsterbergen - Thuringia
988,Wandering,1368,2,Thuringia,Car,7,March,ThreeStars,Hotel Finsterbergen - Thuringia
989,Wandering,1104,3,Thuringia,Car,7,February,TwoStars,Hotel Schoene Aussicht - Thuringia
990,Skiing,883,2,Thuringia,Car,7,January,TwoStars,Hotel Schoene Aussicht - Thuringia
991,Recreation,688,2,Thuringia,Car,7,December,ThreeStars,Berghotel Oberhof - Thuringia
992,Wandering,1773,3,Thuringia,Car,14,November,ThreeStars,Berghotel Oberhof - Thuringia
993,Wandering,1138,2,Thuringia,Car,7,January,FourStars,Hotel Panorama - Thuringia
994,Recreation,1647,3,Thuringia,Car,7,March,FourStars,Hotel Panorama - Thuringia
995,Skiing,1977,4,Thuringia,Car,7,February,FourStars,Hotel Panorama - Thuringia
996,Wandering,1294,2,Thuringia,Car,14,January,TwoStars,Hotel Am Schuetzenberg - Thuringia
997,Recreation,785,3,Thuringia,Car,7,December,TwoStars,Hotel Am Schuetzenberg - Thuringia
998,Active,987,4,Thuringia,Car,7,February,TwoStars,Hotel Frankenwald - Thuringia
999,Wandering,598,2,Thuringia,Car,7,March,TwoStars,Hotel Frankenwald - Thuringia
1000,Wandering,389,3,Thuringia,Car,7,February,HolidayFlat,H.Flat Schmeheim - Thuringia
1001,Wandering,389,4,Thuringia,Car,7,March,HolidayFlat,H.Flat Schmeheim - Thuringia
1002,Recreation,389,3,Thuringia,Car,7,January,HolidayFlat,H.Flat Schmeheim - Thuringia
1003,Active,924,4,Thuringia,Car,9,December,HolidayFlat,H.Flat Schmeheim - Thuringia
1004,Skiing,389,4,Thuringia,Car,7,February,HolidayFlat,H.Flat Schmeheim - Thuringia
1005,Wandering,855,4,Thuringia,Car,14,March,HolidayFlat,H.Flat Ruppertus - Thuringia
1006,Wandering,483,4,Thuringia,Car,7,January,HolidayFlat,H.Flat Ruppertus - Thuringia
1007,Recreation,774,4,Thuringia,Car,9,December,HolidayFlat,H.Flat Ruppertus - Thuringia
1008,Active,483,3,Thuringia,Car,7,January,HolidayFlat,H.Flat Ruppertus - Thuringia
1009,Skiing,483,4,Thuringia,Car,7,February,HolidayFlat,H.Flat Ruppertus - Thuringia
1010,Active,624,4,France,Car,7,December,HolidayFlat,H.Flat Maeva - France
1011,Skiing,624,4,France,Car,7,January,HolidayFlat,H.Flat Maeva - France
1012,Recreation,1624,5,France,Car,7,February,HolidayFlat,H.Flat Maeva - France
1013,Active,844,4,France,Car,7,March,HolidayFlat,H.Flat Le Cervin - France
1014,Skiing,1654,5,France,Car,7,February,HolidayFlat,H.Flat Le Cervin - France
1015,Recreation,824,6,France,Car,7,January,HolidayFlat,H.Flat Le Cervin - France
1016,Active,764,4,France,Car,7,December,HolidayFlat,H.Flat Bellecote - France
1017,Skiing,3368,5,France,Car,14,January,HolidayFlat,H.Flat Bellecote - France
1018,Recreation,1014,4,France,Car,7,February,HolidayFlat,H.Flat Bellecote - France
1019,Active,1339,4,France,Car,7,March,HolidayFlat,H.Flat Cheval Blanc - France
1020,Skiing,1094,5,France,Car,7,February,HolidayFlat,H.Flat Cheval Blanc - France
1021,Recreation,1728,6,France,Car,14,January,HolidayFlat,H.Flat Cheval Blanc - France
1022,Active,589,4,France,Car,7,December,HolidayFlat,H.Flat Les Olympiades - France
1023,Skiing,589,4,France,Car,7,January,HolidayFlat,H.Flat Les Olympiades - France
1024,Recreation,1574,4,France,Car,7,February,HolidayFlat,H.Flat Les Olympiades - France
1025,Active,1500,4,Portugal,Car,10,July,ThreeStars,Gasthof Adler - South Tyrol
